reported_date,school_board,municipality,confirmed_student_cases
2020-09-11,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-11,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-11,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-11,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-11,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-11,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-11,Conseil Scolaire Viamonde,Pickering,0
2020-09-11,Halton Catholic District School Board,Oakville,0
2020-09-11,Halton District School Board,Oakville,0
2020-09-11,Peel District School Board,Brampton,0
2020-09-11,Peel District School Board,Brampton,0
2020-09-11,Peel District School Board,Mississauga,0
2020-09-11,Waterloo Region District School Board,Waterloo,0
2020-09-14,nseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-14,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-14,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-14,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-14,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-14,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-14,Conseil Scolaire Viamonde,Pickering,0
2020-09-14,Halton Catholic District School Board,Oakville,0
2020-09-14,Halton District School Board,Oakville,0
2020-09-14,Peel District School Board,Brampton,0
2020-09-14,Peel District School Board,Brampton,0
2020-09-14,Peel District School Board,Mississauga,0
2020-09-14,Peel District School Board,Mississauga,1
2020-09-14,Renfrew County District School Board,Pembroke,0
2020-09-14,Waterloo Region District School Board,Waterloo,0
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-15,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-15,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-15,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-15,Conseil Scolaire Viamonde,Pickering,0
2020-09-15,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-15,Durham District School Board,Pickering,1
2020-09-15,Halton Catholic District School Board,Oakville,0
2020-09-15,Halton District School Board,Oakville,0
2020-09-15,Peel District School Board,Mississauga,0
2020-09-15,Peel District School Board,Mississauga,1
2020-09-15,Peel District School Board,Brampton,1
2020-09-15,Peel District School Board,Brampton,0
2020-09-15,Peel District School Board,Brampton,0
2020-09-15,Peel District School Board,Mississauga,0
2020-09-15,Renfrew County District School Board,Pembroke,0
2020-09-15,Toronto District School Board,Toronto,0
2020-09-15,Toronto District School Board,Toronto,0
2020-09-15,Toronto District School Board,Toronto,0
2020-09-15,Toronto District School Board,Toronto,0
2020-09-15,Waterloo Region District School Board,Waterloo,0
2020-09-15,York Region District School Board,Markham,1
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-16,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-16,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-16,Conseil Scolaire Viamonde,Pickering,0
2020-09-16,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-16,Durham District School Board,Pickering,1
2020-09-16,Halton Catholic District School Board,Oakville,0
2020-09-16,Halton District School Board,Oakville,0
2020-09-16,Peel District School Board,Mississauga,0
2020-09-16,Peel District School Board,Mississauga,1
2020-09-16,Peel District School Board,Brampton,1
2020-09-16,Peel District School Board,Brampton,0
2020-09-16,Peel District School Board,Brampton,0
2020-09-16,Peel District School Board,Mississauga,0
2020-09-16,Renfrew County District School Board,Pembroke,0
2020-09-16,Toronto District School Board,Toronto,0
2020-09-16,Toronto District School Board,Toronto,0
2020-09-16,Toronto District School Board,Toronto,0
2020-09-16,Toronto District School Board,Toronto,0
2020-09-16,Waterloo Region District School Board,Waterloo,0
2020-09-16,York Region District School Board,Markham,1
2020-09-16,Peel District School Board,Mississauga,0
2020-09-16,Toronto District School Board,Toronto,0
2020-09-16,Toronto District School Board,Toronto,0
2020-09-16,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-16,Ottawa Catholic District School Board,Ottawa,1
2020-09-16,Ottawa Catholic District School Board,Ottawa,1
2020-09-16,Simcoe County District School Board,Orillia,0
2020-09-16,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-17,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-17,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-17,Conseil Scolaire Viamonde,Pickering,0
2020-09-17,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-17,Durham District School Board,Pickering,1
2020-09-17,Halton Catholic District School Board,Oakville,0
2020-09-17,Halton District School Board,Oakville,0
2020-09-17,Peel District School Board,Mississauga,0
2020-09-17,Peel District School Board,Mississauga,1
2020-09-17,Peel District School Board,Brampton,1
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Peel District School Board,Mississauga,0
2020-09-17,Renfrew County District School Board,Pembroke,0
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Waterloo Region District School Board,Waterloo,0
2020-09-17,York Region District School Board,Markham,1
2020-09-17,Peel District School Board,Mississauga,0
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-17,Ottawa Catholic District School Board,Ottawa,2
2020-09-17,Ottawa Catholic District School Board,Ottawa,1
2020-09-17,Simcoe County District School Board,Orillia,0
2020-09-17,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-17,Toronto District School Board,Toronto,0
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,York Region District School Board,Woodbridge,0
2020-09-17,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-17,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-17,Ottawa Catholic District School Board,Ottawa,1
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-17,Peel District School Board,Brampton,0
2020-09-17,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-17,York Region District School Board,Maple,0
2020-09-17,Waterloo Catholic District School Board,Cambridge ,1
2020-09-17,York Region District School Board,Markham,0
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-18,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-18,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-18,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-18,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-18,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-18,Conseil Scolaire Viamonde,Pickering,0
2020-09-18,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-18,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-18,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-18,Durham District School Board,Pickering,1
2020-09-18,Durham District School Board,Ajax,1
2020-09-18,Halton Catholic District School Board,Oakville,0
2020-09-18,Halton Catholic District School Board,Oakville,0
2020-09-18,Halton District School Board,Oakville,0
2020-09-18,Halton District School Board,Oakville,0
2020-09-18,Ottawa Catholic District School Board,Ottawa,1
2020-09-18,Ottawa Catholic District School Board,Ottawa,1
2020-09-18,Ottawa Catholic District School Board,Ottawa,1
2020-09-18,Ottawa Catholic District School Board,Ottawa,2
2020-09-18,Peel District School Board,Mississauga,0
2020-09-18,Peel District School Board,Mississauga,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Mississauga,1
2020-09-18,Peel District School Board,Brampton,1
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Mississauga,0
2020-09-18,Peel District School Board,Mississauga,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Peel District School Board,Brampton,0
2020-09-18,Renfrew County District School Board,Pembroke,0
2020-09-18,Simcoe County District School Board,Orillia,0
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Toronto District School Board,Toronto,1
2020-09-18,Toronto District School Board,Toronto,0
2020-09-18,Waterloo Catholic District School Board,Cambridge ,1
2020-09-18,Waterloo Region District School Board,Waterloo,0
2020-09-18,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-18,York Region District School Board,Woodbridge,0
2020-09-18,York Region District School Board,Maple,0
2020-09-18,York Region District School Board,Markham,1
2020-09-18,York Region District School Board,Markham,0
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-21,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-21,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-21,Conseil Scolaire Viamonde,Pickering,0
2020-09-21,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-21,Durham District School Board,Pickering,1
2020-09-21,Halton Catholic District School Board,Oakville,0
2020-09-21,Halton District School Board,Oakville,0
2020-09-21,Peel District School Board,Mississauga,0
2020-09-21,Peel District School Board,Mississauga,1
2020-09-21,Peel District School Board,Brampton,1
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Mississauga,0
2020-09-21,Renfrew County District School Board,Pembroke,1
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Waterloo Region District School Board,Waterloo,0
2020-09-21,York Region District School Board,Markham,1
2020-09-21,Peel District School Board,Mississauga,0
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-21,Ottawa Catholic District School Board,Ottawa,2
2020-09-21,Ottawa Catholic District School Board,Ottawa,1
2020-09-21,Simcoe County District School Board,Orillia,0
2020-09-21,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-21,Toronto District School Board,Toronto,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,York Region District School Board,Woodbridge,0
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-21,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-21,Ottawa Catholic District School Board,Ottawa,1
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Mississauga,0
2020-09-21,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-21,York Region District School Board,Maple,0
2020-09-21,Waterloo Catholic District School Board,Cambridge ,1
2020-09-21,York Region District School Board,Markham,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Peel District School Board,Brampton,0
2020-09-21,Halton District School Board,Oakville,0
2020-09-21,Toronto District School Board,Toronto,1
2020-09-21,Ottawa Catholic District School Board,Ottawa,1
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-21,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-21,Durham District School Board,Ajax,1
2020-09-21,Halton Catholic District School Board,Oakville,0
2020-09-21,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-21,York Region District School Board,Vaughan,0
2020-09-21,York Region District School Board,Thornhill,0
2020-09-21,Niagara Catholic District School Board,Niagara Falls,0
2020-09-21,Grand Erie District School Board,Brantford,0
2020-09-21,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-09-21,Keewatin-Patricia District School Board,Balmertown,1
2020-09-21,Hamilton Wentworth Catholic District School Board,Ancaster,1
2020-09-21,Toronto Catholic District School Board,Toronto,0
2020-09-21,Conseil scolaire catholique Providence,Windsor,1
2020-09-21,Durham District School Board,Pickering,2
2020-09-21,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-21,Toronto District School Board,Toronto,1
2020-09-21,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-21,Dufferin Peel Catholic District School Board,Caledon,0
2020-09-21,Peel District School Board,Mississauga,0
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-22,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-22,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-22,Conseil Scolaire Viamonde,Pickering,0
2020-09-22,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-22,Durham District School Board,Pickering,2
2020-09-22,Halton Catholic District School Board,Oakville,0
2020-09-22,Halton District School Board,Oakville,0
2020-09-22,Peel District School Board,Mississauga,0
2020-09-22,Peel District School Board,Mississauga,1
2020-09-22,Peel District School Board,Brampton,1
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Mississauga,0
2020-09-22,Renfrew County District School Board,Pembroke,1
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Waterloo Region District School Board,Waterloo,0
2020-09-22,York Region District School Board,Markham,1
2020-09-22,Peel District School Board,Mississauga,0
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Ottawa Catholic District School Board,Ottawa,2
2020-09-22,Ottawa Catholic District School Board,Ottawa,2
2020-09-22,Simcoe County District School Board,Orillia,0
2020-09-22,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,York Region District School Board,Woodbridge,0
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-22,Ottawa Catholic District School Board,Ottawa,1
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Mississauga,0
2020-09-22,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-22,York Region District School Board,Maple,0
2020-09-22,Waterloo Catholic District School Board,Cambridge ,1
2020-09-22,York Region District School Board,Markham,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Halton District School Board,Oakville,0
2020-09-22,Toronto District School Board,Toronto,1
2020-09-22,Ottawa Catholic District School Board,Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-22,Durham District School Board,Ajax,1
2020-09-22,Halton Catholic District School Board,Oakville,0
2020-09-22,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-22,York Region District School Board,Vaughan,0
2020-09-22,York Region District School Board,Thornhill,0
2020-09-22,Niagara Catholic District School Board,Niagara Falls,0
2020-09-22,Grand Erie District School Board,Brantford,0
2020-09-22,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-09-22,Keewatin-Patricia District School Board,Balmertown,1
2020-09-22,Hamilton Wentworth Catholic District School Board,Ancaster,1
2020-09-22,Toronto Catholic District School Board,Toronto,0
2020-09-22,Conseil scolaire catholique Providence,Windsor,1
2020-09-22,Durham District School Board,Pickering,2
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Toronto District School Board,Toronto,1
2020-09-22,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-22,Dufferin Peel Catholic District School Board,Caledon,0
2020-09-22,Peel District School Board,Mississauga,0
2020-09-22,District School Board of Niagara,Welland,0
2020-09-22,York Catholic District School Board,Woodbridge,0
2020-09-22,Halton District School Board,Oakville,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Conseil scolaire catholique MonAvenir,Whitby,1
2020-09-22,Waterloo Region District School Board,Elmira,1
2020-09-22,Greater Essex County District School Board,Kingsville,1
2020-09-22,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-22,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-09-22,Simcoe County District School Board,Barrie,0
2020-09-22,Peel District School Board,Mississauga,0
2020-09-22,Ottawa Catholic District School Board,Ottawa,1
2020-09-22,York Region District School Board,Maple,0
2020-09-22,Catholic District School Board of Eastern Ontario,Kemptville,0
2020-09-22,Halton Catholic District School Board,Milton,0
2020-09-22,Conseil Scolaire Viamonde,Oshawa,1
2020-09-22,Toronto Catholic District School Board,Toronto,1
2020-09-22,Toronto Catholic District School Board,Toronto,1
2020-09-22,Toronto Catholic District School Board,Toronto,1
2020-09-22,Toronto District School Board,Toronto,0
2020-09-22,Toronto District School Board,Toronto,1
2020-09-22,Halton District School Board,Oakville,0
2020-09-22,Peel District School Board,Caledon,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Peel District School Board,Brampton,0
2020-09-22,Toronto District School Board,Etobicoke,1
2020-09-22,Ottawa-Carleton District School Board,Ottawa,1
2020-09-22,Ottawa-Carleton District School Board,Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-22,Thames Valley District School Board,London,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-23,Conseil Scolaire Viamonde,Pickering,0
2020-09-23,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-23,Durham District School Board,Pickering,2
2020-09-23,Halton Catholic District School Board,Oakville,0
2020-09-23,Halton District School Board,Oakville,0
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Peel District School Board,Mississauga,1
2020-09-23,Peel District School Board,Brampton,1
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Renfrew County District School Board,Pembroke,1
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Waterloo Region District School Board,Waterloo,0
2020-09-23,York Region District School Board,Markham,1
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Ottawa Catholic District School Board,Ottawa,2
2020-09-23,Ottawa Catholic District School Board,Ottawa,2
2020-09-23,Simcoe County District School Board,Orillia,0
2020-09-23,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,York Region District School Board,Woodbridge,0
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-23,Ottawa Catholic District School Board,Ottawa,1
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-23,York Region District School Board,Maple,0
2020-09-23,Waterloo Catholic District School Board,Cambridge ,1
2020-09-23,York Region District School Board,Markham,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Halton District School Board,Oakville,0
2020-09-23,Toronto District School Board,Toronto,1
2020-09-23,Ottawa Catholic District School Board,Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-23,Durham District School Board,Ajax,1
2020-09-23,Halton Catholic District School Board,Oakville,0
2020-09-23,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-23,York Region District School Board,Vaughan,0
2020-09-23,York Region District School Board,Thornhill,0
2020-09-23,Niagara Catholic District School Board,Niagara Falls,0
2020-09-23,Grand Erie District School Board,Brantford,0
2020-09-23,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-09-23,Keewatin-Patricia District School Board,Balmertown,1
2020-09-23,Hamilton Wentworth Catholic District School Board,Ancaster,1
2020-09-23,Toronto Catholic District School Board,Toronto,0
2020-09-23,Conseil scolaire catholique Providence,Windsor,1
2020-09-23,Durham District School Board,Pickering,2
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Toronto District School Board,Toronto,1
2020-09-23,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-23,Dufferin Peel Catholic District School Board,Caledon,0
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,District School Board of Niagara,Welland,0
2020-09-23,York Catholic District School Board,Woodbridge,0
2020-09-23,Halton District School Board,Oakville,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Conseil scolaire catholique MonAvenir,Whitby,1
2020-09-23,Waterloo Region District School Board,Elmira,1
2020-09-23,Greater Essex County District School Board,Kingsville,1
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-09-23,Simcoe County District School Board,Barrie,0
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Ottawa Catholic District School Board,Ottawa,1
2020-09-23,York Region District School Board,Maple,0
2020-09-23,Catholic District School Board of Eastern Ontario,Kemptville,0
2020-09-23,Halton Catholic District School Board,Milton,0
2020-09-23,Conseil Scolaire Viamonde,Oshawa,1
2020-09-23,Toronto Catholic District School Board,Toronto,1
2020-09-23,Toronto Catholic District School Board,Toronto,1
2020-09-23,Toronto Catholic District School Board,Toronto,2
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto District School Board,Toronto,1
2020-09-23,Halton District School Board,Oakville,0
2020-09-23,Peel District School Board,Caledon,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Brampton,0
