reported_date,school_board,municipality,confirmed_student_cases
2021-03-17,Rainbow District School Board,Greater Sudbury,2
2021-03-17,Rainbow District School Board,Greater Sudbury,1
2021-03-17,Rainbow District School Board,Greater Sudbury,1
2021-03-17,Rainbow District School Board,Greater Sudbury,4
2021-03-17,Rainy River District School Board,Rainy River,1
2021-03-17,Renfrew County Catholic District School Board,Pembroke,0
2021-03-17,Renfrew County District School Board,Arnprior,2
2021-03-17,Renfrew County District School Board,Pembroke,0
2021-03-17,Renfrew County District School Board,Pembroke,1
2021-03-17,Renfrew County District School Board,Madawaska Valley,2
2021-03-17,Simcoe County District School Board,Barrie,3
2021-03-17,Simcoe County District School Board,Barrie,1
2021-03-17,Simcoe County District School Board,Bradford West Gwillimbury,1
2021-03-17,Simcoe County District School Board,Bradford West Gwillimbury,2
2021-03-17,Simcoe County District School Board,Barrie,2
2021-03-17,Simcoe County District School Board,Bradford West Gwillimbury,2
2021-03-17,Simcoe County District School Board,Barrie,1
2021-03-17,Simcoe County District School Board,Orillia,1
2021-03-17,Simcoe County District School Board,Barrie,1
2021-03-17,Simcoe County District School Board,Innisfil,1
2021-03-17,Simcoe County District School Board,Tay,2
2021-03-17,Simcoe County District School Board,New Tecumseth,1
2021-03-17,Simcoe County District School Board,Barrie,1
2021-03-17,Simcoe County District School Board,Barrie,2
2021-03-17,Simcoe Muskoka Catholic District School Board,Innisfil,2
2021-03-17,Simcoe Muskoka Catholic District School Board,Bradford West Gwillimbury,3
2021-03-17,Simcoe Muskoka Catholic District School Board,Essa,4
2021-03-17,Simcoe Muskoka Catholic District School Board,Barrie,2
2021-03-17,Simcoe Muskoka Catholic District School Board,Bradford West Gwillimbury,1
2021-03-17,Simcoe Muskoka Catholic District School Board,Innisfil,0
2021-03-17,Simcoe Muskoka Catholic District School Board,Barrie,2
2021-03-17,Simcoe Muskoka Catholic District School Board,Barrie,1
2021-03-17,Simcoe Muskoka Catholic District School Board,Collingwood,1
2021-03-17,Simcoe Muskoka Catholic District School Board,Barrie,2
2021-03-17,Simcoe Muskoka Catholic District School Board,Barrie,1
2021-03-17,Simcoe Muskoka Catholic District School Board,Barrie,2
2021-03-17,St Clair Catholic District School Board,Chatham-Kent,1
2021-03-17,St Clair Catholic District School Board,Sarnia,1
2021-03-17,St Clair Catholic District School Board,Sarnia,1
2021-03-17,St Clair Catholic District School Board,Sarnia,2
2021-03-17,St Clair Catholic District School Board,Chatham-Kent,1
2021-03-17,St Clair Catholic District School Board,Sarnia,1
2021-03-17,St Clair Catholic District School Board,Sarnia,1
2021-03-17,St Clair Catholic District School Board,Warwick,10
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Sudbury Catholic District School Board,Greater Sudbury,0
2021-03-17,Superior-Greenstone District School Board,Greenstone,1
2021-03-17,Superior North Catholic District School Board,Greenstone,1
2021-03-17,Thames Valley District School Board,London,1
2021-03-17,Thames Valley District School Board,London,5
2021-03-17,Thames Valley District School Board,Woodstock,1
2021-03-17,Thames Valley District School Board,North Middlesex,0
2021-03-17,Thames Valley District School Board,Southwest Middlesex,1
2021-03-17,Thames Valley District School Board,London,1
2021-03-17,Thames Valley District School Board,London,1
2021-03-17,Thames Valley District School Board,London,1
2021-03-17,Thames Valley District School Board,London,1
2021-03-17,Thames Valley District School Board,London,1
2021-03-17,Thames Valley District School Board,London,2
2021-03-17,Thames Valley District School Board,Strathroy-Caradoc,1
2021-03-17,Thames Valley District School Board,London,0
2021-03-17,Thames Valley District School Board,Lucan Biddulph,3
2021-03-17,Toronto Catholic District School Board,Toronto,3
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,3
2021-03-17,Toronto Catholic District School Board,Toronto,5
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,5
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,3
2021-03-17,Toronto Catholic District School Board,Toronto,3
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,6
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,4
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,2
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,5
2021-03-17,Toronto Catholic District School Board,Toronto,3
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto Catholic District School Board,Toronto,0
2021-03-17,Toronto Catholic District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,4
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,4
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,4
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,4
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,5
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,5
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,4
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,3
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,5
2021-03-17,Toronto District School Board,Toronto,4
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,5
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,5
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,7
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,0
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,2
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Toronto District School Board,Toronto,1
2021-03-17,Trillium Lakelands District School Board,Dysart Et Al,2
2021-03-17,Trillium Lakelands District School Board,Kawartha Lakes,1
2021-03-17,Trillium Lakelands District School Board,Kawartha Lakes,1
2021-03-17,Trillium Lakelands District School Board,Kawartha Lakes,0
2021-03-17,Trillium Lakelands District School Board,Huntsville,1
2021-03-17,Upper Canada District School Board,Beckwith,3
2021-03-17,Upper Canada District School Board,Brockville,0
2021-03-17,Upper Canada District School Board,Carleton Place,1
2021-03-17,Upper Canada District School Board,Carleton Place,4
2021-03-17,Upper Canada District School Board,Carleton Place,1
2021-03-17,Upper Canada District School Board,Rideau Lakes,2
2021-03-17,Upper Canada District School Board,South Stormont,1
2021-03-17,Upper Canada District School Board,South Dundas,1
2021-03-17,Upper Canada District School Board,North Stormont,1
2021-03-17,Upper Canada District School Board,Mississippi Mills,2
2021-03-17,Upper Canada District School Board,Perth,1
2021-03-17,Upper Canada District School Board,Clarence-Rockland,1
2021-03-17,Upper Canada District School Board,Cornwall,2
2021-03-17,Upper Grand District School Board,Guelph,0
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Guelph,2
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Guelph,2
2021-03-17,Upper Grand District School Board,Orangeville,0
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Orangeville,1
2021-03-17,Upper Grand District School Board,Guelph,1
2021-03-17,Upper Grand District School Board,Guelph,5
2021-03-17,Waterloo Catholic District School Board,Kitchener,2
2021-03-17,Waterloo Catholic District School Board,Kitchener,1
2021-03-17,Waterloo Catholic District School Board,Kitchener,1
2021-03-17,Waterloo Catholic District School Board,Cambridge,2
2021-03-17,Waterloo Catholic District School Board,Cambridge,2
2021-03-17,Waterloo Catholic District School Board,Cambridge,1
2021-03-17,Waterloo Catholic District School Board,Kitchener,2
2021-03-17,Waterloo Catholic District School Board,Waterloo,1
2021-03-17,Waterloo Catholic District School Board,Kitchener,2
2021-03-17,Waterloo Region District School Board,Cambridge,0
2021-03-17,Waterloo Region District School Board,Kitchener,2
2021-03-17,Waterloo Region District School Board,Kitchener,6
2021-03-17,Waterloo Region District School Board,Woolwich,3
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Waterloo Region District School Board,Cambridge,1
2021-03-17,Waterloo Region District School Board,Cambridge,7
2021-03-17,Waterloo Region District School Board,Kitchener,4
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Waterloo Region District School Board,Woolwich,1
2021-03-17,Waterloo Region District School Board,Waterloo,3
2021-03-17,Waterloo Region District School Board,Kitchener,2
2021-03-17,Waterloo Region District School Board,Kitchener,2
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Waterloo Region District School Board,Cambridge,1
2021-03-17,Waterloo Region District School Board,Kitchener,2
2021-03-17,Waterloo Region District School Board,Waterloo,1
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Waterloo Region District School Board,Kitchener,3
2021-03-17,Waterloo Region District School Board,Waterloo,1
2021-03-17,Waterloo Region District School Board,Wilmot,1
2021-03-17,Waterloo Region District School Board,Cambridge,1
2021-03-17,Waterloo Region District School Board,Kitchener,1
2021-03-17,Wellington Catholic District School Board,Centre Wellington,1
2021-03-17,Wellington Catholic District School Board,Guelph,1
2021-03-17,Windsor-Essex Catholic District School Board,Windsor,1
2021-03-17,Windsor-Essex Catholic District School Board,Windsor,1
2021-03-17,York Catholic District School Board,Aurora,0
2021-03-17,York Catholic District School Board,Vaughan,1
2021-03-17,York Catholic District School Board,East Gwillimbury,4
2021-03-17,York Catholic District School Board,Newmarket,1
2021-03-17,York Catholic District School Board,Richmond Hill,1
2021-03-17,York Catholic District School Board,East Gwillimbury,3
2021-03-17,York Catholic District School Board,Vaughan,3
2021-03-17,York Catholic District School Board,Vaughan,2
2021-03-17,York Catholic District School Board,Georgina,1
2021-03-17,York Catholic District School Board,Vaughan,3
2021-03-17,York Catholic District School Board,Richmond Hill,1
2021-03-17,York Catholic District School Board,Vaughan,2
2021-03-17,York Catholic District School Board,Vaughan,1
2021-03-17,York Catholic District School Board,Vaughan,2
2021-03-17,York Catholic District School Board,Vaughan,1
2021-03-17,York Catholic District School Board,Richmond Hill,1
2021-03-17,York Catholic District School Board,King,2
2021-03-17,York Catholic District School Board,Vaughan,1
2021-03-17,York Catholic District School Board,Aurora,1
2021-03-17,York Catholic District School Board,Markham,1
2021-03-17,York Catholic District School Board,Markham,0
2021-03-17,York Catholic District School Board,Georgina,1
2021-03-17,York Region District School Board,Richmond Hill,1
2021-03-17,York Region District School Board,Markham,0
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Richmond Hill,1
2021-03-17,York Region District School Board,Markham,1
2021-03-17,York Region District School Board,Markham,3
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Markham,2
2021-03-17,York Region District School Board,Richmond Hill,2
2021-03-17,York Region District School Board,Markham,2
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Markham,4
2021-03-17,York Region District School Board,Markham,3
2021-03-17,York Region District School Board,East Gwillimbury,1
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,King,0
2021-03-17,York Region District School Board,Markham,1
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Markham,0
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Georgina,1
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Newmarket,1
2021-03-17,York Region District School Board,Aurora,1
2021-03-17,York Region District School Board,Richmond Hill,1
2021-03-17,York Region District School Board,Vaughan,0
2021-03-17,York Region District School Board,Markham,1
2021-03-17,York Region District School Board,Richmond Hill,2
2021-03-17,York Region District School Board,Richmond Hill,0
2021-03-17,York Region District School Board,Aurora,1
2021-03-17,York Region District School Board,Newmarket,1
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Richmond Hill,4
2021-03-17,York Region District School Board,Richmond Hill,1
2021-03-17,York Region District School Board,Markham,1
2021-03-17,York Region District School Board,Whitchurch-Stouffville,1
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Vaughan,1
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Vaughan,0
2021-03-17,York Region District School Board,Richmond Hill,1
2021-03-17,York Region District School Board,Vaughan,2
2021-03-17,York Region District School Board,Richmond Hill,0
2021-03-17,York Region District School Board,Vaughan,11
2021-03-18,Algoma District School Board,Johnson,3
2021-03-18,Algonquin and Lakeshore Catholic District School Board,Kingston,3
2021-03-18,Algonquin and Lakeshore Catholic District School Board,Kingston,2
2021-03-18,Bloorview School Authority,Toronto,1
2021-03-18,Bluewater District School Board,Southgate,1
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Brantford,1
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Brantford,3
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Haldimand County,1
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Brantford,2
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Brantford,1
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Norfolk County,1
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Haldimand County,5
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Brantford,1
2021-03-18,Brant Haldimand Norfolk Catholic District School Board,Brant,2
2021-03-18,Catholic District School Board of Eastern Ontario,Cornwall,0
2021-03-18,Catholic District School Board of Eastern Ontario,South Glengarry,1
2021-03-18,Catholic District School Board of Eastern Ontario,Cornwall,1
2021-03-18,Catholic District School Board of Eastern Ontario,South Stormont,1
2021-03-18,Catholic District School Board of Eastern Ontario,Perth,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,0
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,2
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,2
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Cornwall,1
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,3
2021-03-18,Conseil des écoles publiques de l'Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire catholique MonAvenir,Toronto,0
2021-03-18,Conseil scolaire catholique MonAvenir,Vaughan,1
2021-03-18,Conseil scolaire catholique MonAvenir,Aurora,1
2021-03-18,Conseil scolaire catholique MonAvenir,Mississauga,0
2021-03-18,Conseil scolaire catholique MonAvenir,Hamilton,1
2021-03-18,Conseil scolaire catholique MonAvenir,Mississauga,1
2021-03-18,Conseil scolaire catholique MonAvenir,Mississauga,1
2021-03-18,Conseil scolaire catholique Providence,Tecumseh,1
2021-03-18,Conseil scolaire catholique Providence,Chatham-Kent,2
2021-03-18,Conseil scolaire de district catholique de l'Est ontarien,Clarence-Rockland,0
2021-03-18,Conseil scolaire de district catholique de l'Est ontarien,South Stormont,1
2021-03-18,Conseil scolaire de district catholique de l'Est ontarien,Clarence-Rockland,1
2021-03-18,Conseil scolaire de district catholique des Grandes Rivières,Timmins,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,0
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,0
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,0
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,2
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,North Grenville,3
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,10
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,3
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,3
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,3
2021-03-18,Conseil scolaire de district catholique du Centre-Est de l'Ontario,Ottawa,1
2021-03-18,Conseil scolaire de district catholique du Nouvel-Ontario,Greater Sudbury,0
2021-03-18,Conseil scolaire de district catholique du Nouvel-Ontario,Greater Sudbury,0
2021-03-18,Conseil scolaire de district du Nord-Est de l'Ontario,Hearst,1
2021-03-18,Conseil scolaire public du Grand Nord de l'Ontario,Greater Sudbury,1
2021-03-18,Conseil scolaire Viamonde,Toronto,0
2021-03-18,Conseil scolaire Viamonde,Brampton,1
2021-03-18,Conseil scolaire Viamonde,Toronto,1
2021-03-18,Conseil scolaire Viamonde,Mississauga,1
2021-03-18,Conseil scolaire Viamonde,Windsor,2
2021-03-18,Conseil scolaire Viamonde,Toronto,0
2021-03-18,District School Board of Niagara,Niagara Falls,2
2021-03-18,District School Board of Niagara,West Lincoln,1
2021-03-18,District School Board of Niagara,Grimsby,1
2021-03-18,District School Board of Niagara,St. Catharines,1
2021-03-18,District School Board of Niagara,Niagara Falls,0
2021-03-18,District School Board of Niagara,Welland,1
2021-03-18,District School Board of Niagara,Pelham,1
2021-03-18,District School Board of Niagara,Niagara Falls,0
2021-03-18,District School Board of Niagara,St. Catharines,1
2021-03-18,District School Board of Niagara,St. Catharines,1
2021-03-18,District School Board of Niagara,Niagara Falls,1
2021-03-18,District School Board of Niagara,Fort Erie,1
2021-03-18,District School Board of Niagara,Welland,4
2021-03-18,District School Board of Niagara,Port Colborne,1
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,2
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,0
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,2
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,1
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,1
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,1
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Caledon,1
2021-03-18,Dufferin-Peel Catholic District School Board,Mississauga,1
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,3
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,2
2021-03-18,Dufferin-Peel Catholic District School Board,Brampton,1
